number,code,Type
253,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = 'D'
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = 'R'
var10 = ''
var6, var7 = (var0 - 1, var1 - 1)
while var6 > 0 or var7 > 0:
    var10 = var5[var6][var7] + var10
    if var5[var6][var7] == 'D':
        var6 -= 1
    else:
        var7 -= 1",Turtle
254,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var1)]
var4 = [[0] * var0 for var3 in range(var1)]
var5 = [[''] * var0 for var3 in range(var1)]
var4[0][0] = var2[0][0]
for var6 in range(1, var1):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var0):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var1):
    for var7 in range(1, var0):
        if var4[var6 - 1][var7] >= var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
255,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = 'R'
var8 = ''
var6, var7 = (var0 - 1, var1 - 1)
while var6 > 0 or var7 > 0:
    var8 = var5[var6][var7] + var8
    if var5[var6][var7] == 'D':
        var6 -= 1
    else:
        var7 -= 1",Turtle
256,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
257,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
258,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
259,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
260,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var6 in range(1, var0):
    var4[var6][0] = var4[var6 - 1][0] + var2[var6][0]
    var5[var6][0] = var5[var6 - 1][0] + 'D'
for var7 in range(1, var1):
    var4[0][var7] = var4[0][var7 - 1] + var2[0][var7]
    var5[0][var7] = var5[0][var7 - 1] + 'R'
for var6 in range(1, var0):
    for var7 in range(1, var1):
        if var4[var6 - 1][var7] > var4[var6][var7 - 1]:
            var4[var6][var7] = var4[var6 - 1][var7] + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + 'D'
        else:
            var4[var6][var7] = var4[var6][var7 - 1] + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + 'R'",Turtle
261,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
262,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = {}
def var5(var6, var7):
    if (var6, var7) in var4:
        return var4[var6, var7]
    if var6 == 0 and var7 == 0:
        return var2[var6][var7]
    if var6 < 0 or var7 < 0:
        return float('-inf')
    var8 = var5(var6 - 1, var7)
    var9 = var5(var6, var7 - 1)
    var4[var6, var7] = var2[var6][var7] + max(var8, var9)
    return var4[var6, var7]
var10 = var5(var0 - 1, var1 - 1)",Turtle
263,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = float('-inf')
        if var5 > 0:
            var7 = max(var7, var4[var5 - 1][var6])
        if var6 > 0:
            var7 = max(var7, var4[var5][var6 - 1])
        var4[var5][var6] = var2[var5][var6] + var7",Turtle
264,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0 for var3 in range(var1)] for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = var4[var5 - 1][var6] if var5 > 0 else float('-inf')
        var8 = var4[var5][var6 - 1] if var6 > 0 else float('-inf')
        var4[var5][var6] = var2[var5][var6] + max(var7, var8)",Turtle
265,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0 for var3 in range(var1)] for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = var4[var5 - 1][var6] if var5 > 0 else float('-inf')
        var8 = var4[var5][var6 - 1] if var6 > 0 else float('-inf')
        var4[var5][var6] = var2[var5][var6] + max(var7, var8)",Turtle
266,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = var4[var5 - 1][var6] if var5 > 0 else float('-inf')
        var8 = var4[var5][var6 - 1] if var6 > 0 else float('-inf')
        var4[var5][var6] = var2[var5][var6] + max(var7, var8)",Turtle
267,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = var4[var5 - 1][var6] if var5 > 0 else float('-inf')
        var8 = var4[var5][var6 - 1] if var6 > 0 else float('-inf')
        var4[var5][var6] = var2[var5][var6] + max(var7, var8)",Turtle
268,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = {}
def var5(var6, var7):
    if (var6, var7) in var4:
        return var4[var6, var7]
    if var6 == 0 and var7 == 0:
        return var2[var6][var7]
    if var6 < 0 or var7 < 0:
        return float('-inf')
    var8 = var5(var6 - 1, var7)
    var9 = var5(var6, var7 - 1)
    var4[var6, var7] = var2[var6][var7] + max(var8, var9)
    return var4[var6, var7]
var10 = var5(var0 - 1, var1 - 1)",Turtle
269,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0 for var3 in range(var1)] for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = float('-inf')
        if var5 > 0:
            var7 = max(var7, var4[var5 - 1][var6])
        if var6 > 0:
            var7 = max(var7, var4[var5][var6 - 1])
        var4[var5][var6] = var2[var5][var6] + var7",Turtle
270,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
for var5 in range(var0):
    for var6 in range(var1):
        if var5 == 0 and var6 == 0:
            continue
        var7 = var4[var5 - 1][var6] if var5 > 0 else float('-inf')
        var8 = var4[var5][var6 - 1] if var6 > 0 else float('-inf')
        var4[var5][var6] = var2[var5][var6] + max(var7, var8)",Turtle
271,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
272,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 >= var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
273,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else -float('inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else -float('inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
274,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 >= var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
275,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
276,"var0, var1 = map(int, input().split())
var2 = [list(map(int, input().split())) for var3 in range(var0)]
var4 = [[0] * var1 for var3 in range(var0)]
var5 = [[''] * var1 for var3 in range(var0)]
var4[0][0] = var2[0][0]
var5[0][0] = '0,0'
for var6 in range(var0):
    for var7 in range(var1):
        if var6 == 0 and var7 == 0:
            continue
        var8 = var4[var6 - 1][var7] if var6 > 0 else float('-inf')
        var9 = var4[var6][var7 - 1] if var7 > 0 else float('-inf')
        if var8 > var9:
            var4[var6][var7] = var8 + var2[var6][var7]
            var5[var6][var7] = var5[var6 - 1][var7] + '->' + str(var6) + ',' + str(var7)
        else:
            var4[var6][var7] = var9 + var2[var6][var7]
            var5[var6][var7] = var5[var6][var7 - 1] + '->' + str(var6) + ',' + str(var7)",Turtle
