number,code,Type
308,"def dfs_iterative_adj_matrix_edgecase(graph, start):
    if not graph or start < 0 or start >= len(graph): return
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
309,"def dfs_generator_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            yield vertex
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
310,"def dfs_recursive_adj_list_reverse(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in reversed(graph[start]):
        if neighbor not in visited:
            dfs_recursive_adj_list_reverse(graph, neighbor, visited)",DFS
311,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
312,"def dfs_iterative_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
313,"def dfs_generator_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            yield vertex
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
314,"def dfs_functional_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    if start in visited:
        return
    visited.add(start)
    for neighbor in graph[start]:
        dfs_functional_adj_list(graph, neighbor, visited)",DFS
315,"def dfs_recursive_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    for neighbor in range(len(graph)):
        if graph[start][neighbor] == 1 and not visited[neighbor]:
            dfs_recursive_adj_matrix(graph, neighbor, visited)",DFS
316,"def dfs_iterative_adj_matrix(graph, start):
    num_vertices = len(graph)
    visited = [False] * num_vertices
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(num_vertices):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
317,"def dfs_adj_list_edge_case(graph, start):
    if not graph or start not in graph:
        return []
    visited = set()
    stack = [start]
    result = []
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            result.append(vertex)
            if vertex in graph:
                stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)
    return result",DFS
318,"def dfs_adj_matrix_edge_case(graph, start):
    if not graph or start < 0 or start >= len(graph):
        return []
    num_vertices = len(graph)
    visited = [False] * num_vertices
    stack = [start]
    result = []
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            result.append(vertex)
            for neighbor in range(num_vertices):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)
    return result",DFS
319,"def dfs_recursive_adj_list_order(graph, start, order=None):
    if order is None:
        order = []
    if start in order:
        return
    order.append(start)
    if start in graph:
      for neighbor in graph[start]:
          dfs_recursive_adj_list_order(graph, neighbor, order)
    return order",DFS
320,"def dfs_iterative_adj_matrix_order(graph, start):
    num_vertices = len(graph)
    visited = [False] * num_vertices
    stack = [start]
    order = []
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            order.append(vertex)
            for neighbor in range(num_vertices):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)
    return order",DFS
321,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
322,"def dfs_iterative_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
323,"def dfs_generator_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            yield vertex
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
324,"def dfs_functional_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    neighbors = [n for n in graph[start] if n not in visited]
    return [start] + sum([dfs_functional_adj_list(graph, n, visited) for n in neighbors], [])",DFS
325,"def dfs_recursive_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    for neighbor in range(len(graph)):
        if graph[start][neighbor] == 1 and not visited[neighbor]:
            dfs_recursive_adj_matrix(graph, neighbor, visited)",DFS
326,"def dfs_iterative_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
327,"def dfs_recursive_adj_list_edge_case(graph, start, visited=None):
    if not graph or start not in graph:
        return
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list_edge_case(graph, neighbor, visited)",DFS
328,"def dfs_iterative_adj_matrix_edge_case(graph, start):
    if not graph or start < 0 or start >= len(graph):
        return
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
329,"def dfs_generator_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            yield vertex
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
330,"def dfs_functional_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    neighbors = [i for i in range(len(graph)) if graph[start][i] == 1 and not visited[i]]
    return [start] + sum([dfs_functional_adj_matrix(graph, n, visited) for n in neighbors], [])",DFS
331,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
332,"def dfs_iterative_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
333,"def dfs_generator_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            yield vertex
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
334,"def dfs_functional_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    neighbors = [n for n in graph[start] if n not in visited]
    return start, [dfs_functional_adj_list(graph, n, visited)[0] for n in neighbors]",DFS
335,"def dfs_recursive_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    for neighbor in range(len(graph)):
        if graph[start][neighbor] == 1 and not visited[neighbor]:
            dfs_recursive_adj_matrix(graph, neighbor, visited)",DFS
336,"def dfs_iterative_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
337,"def dfs_recursive_adj_list_edge_case(graph, start, visited=None):
    if not graph or start not in graph:
        return
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list_edge_case(graph, neighbor, visited)",DFS
338,"def dfs_iterative_adj_matrix_edge_case(graph, start):
    if not graph or start < 0 or start >= len(graph):
        return
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
339,"def dfs_functional_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    neighbors = [i for i in range(len(graph)) if graph[start][i] == 1 and not visited[i]]
    return start, [dfs_functional_adj_matrix(graph, n, visited)[0] for n in neighbors]",DFS
340,"def dfs_generator_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            yield vertex
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
341,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
342,"def dfs_iterative_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
343,"def dfs_generator_adj_list(graph, start):
    visited = set()
    stack = [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            yield vertex
            stack.extend(neighbor for neighbor in graph[vertex] if neighbor not in visited)",DFS
344,"def dfs_functional_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    neighbors = [n for n in graph[start] if n not in visited]
    return [start] + sum([dfs_functional_adj_list(graph, n, visited) for n in neighbors], [])",DFS
345,"def dfs_recursive_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    for neighbor in range(len(graph)):
        if graph[start][neighbor] == 1 and not visited[neighbor]:
            dfs_recursive_adj_matrix(graph, neighbor, visited)",DFS
346,"def dfs_iterative_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
347,"def dfs_recursive_adj_list_edge_case(graph, start, visited=None):
    if not graph or start not in graph:
        return
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list_edge_case(graph, neighbor, visited)",DFS
348,"def dfs_iterative_adj_matrix_edge_case(graph, start):
    if not graph or start < 0 or start >= len(graph):
        return
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
349,"def dfs_generator_adj_matrix(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            yield vertex
            for neighbor in range(len(graph)):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)",DFS
350,"def dfs_functional_adj_matrix(graph, start, visited=None):
    if visited is None:
        visited = [False] * len(graph)
    visited[start] = True
    neighbors = [i for i in range(len(graph)) if graph[start][i] == 1 and not visited[i]]
    return [start] + sum([dfs_functional_adj_matrix(graph, n, visited) for n in neighbors], [])",DFS
351,"def dfs_recursive_adj_list(graph, start, visited=None):
    if visited is None:
        visited = set()
    visited.add(start)
    for neighbor in graph[start]:
        if neighbor not in visited:
            dfs_recursive_adj_list(graph, neighbor, visited)",DFS
